Date,Open,High,Low,Close,Volume
2019-01-02,223.81592618385258,228.574686136647,223.7886304496899,227.63748168945312,126925200
2019-01-03,225.86318089493466,226.17255567674601,221.71406285447193,222.20541381835938,144140700
2019-01-04,225.28084816984293,230.30347130807368,224.8986940233537,229.64834594726562,142628800
2019-01-07,229.92132096515152,232.88757303729142,229.01142615829835,231.45904541015625,103139100
2019-01-08,233.6792089142765,234.12504851819773,231.11329869753865,233.63369750976562,102512600
2019-01-09,234.35251046584284,235.5808740413283,233.10595899013938,234.72557067871094,95006600
2019-01-10,233.16966874578844,235.80835832059378,232.47813975749088,235.5535888671875,96823900
2019-01-11,234.46171224902778,235.67188802157057,233.87028611485798,235.64459228515625,73858100
2019-01-14,233.7155734537228,235.02582423454174,233.30613743958355,234.20692443847656,70908200
2019-01-15,234.58905036049188,237.209551451561,234.57994252810653,236.89108276367188,85208300
2019-01-16,237.32781853415966,238.36511180387234,237.1185605279343,237.46432495117188,77636700
2019-01-17,236.5817873366098,240.1394798104817,236.53627592987817,239.26596069335938,96118400
2019-01-18,241.10391981183653,242.92370930399017,239.3023182182022,242.45054626464844,127900300
2019-01-22,240.95838662381172,241.17675252548497,237.53717273605,239.1749725341797,115531200
2019-01-23,240.22134223018577,240.9310590847359,237.1731890053128,239.67539978027344,86030300
2019-01-24,239.4934039908293,240.39421873040686,238.46521841772497,239.80276489257812,59204100
2019-01-25,241.67716905377776,242.66897892219666,239.90289067418308,241.8318634033203,96883400
2019-01-28,239.65719408975892,240.0575222376717,238.20135692065872,239.9938507080078,85613700
2019-01-29,240.1394550278669,240.71266544409906,238.82920425519185,239.67539978027344,66136300
2019-01-30,241.21317417772744,244.32499958096886,240.43975786094552,243.46969604492188,92473700
2019-01-31,243.40598016956926,246.09926115015043,243.18758652350954,245.60791015625,104012100
2019-02-01,245.80806822799428,246.76347440364074,244.92546918440078,245.72618103027344,85782500
2019-02-04,245.77166045283906,247.51867061098574,245.089239382401,247.45497131347656,60744800
2019-02-05,247.8917603657666,248.80165523489134,247.38222146047977,248.49229431152344,79552800
2019-02-06,248.21021477063778,248.71064581260362,247.4186107231202,248.16470336914062,58347800
2019-02-07,246.52693131657824,247.08195388804694,244.11571533731643,245.7990264892578,95482000
2019-02-08,244.53426851124613,246.19936405667636,243.6971529370264,246.0992889404297,75788900
2019-02-11,246.7634722890515,247.02732177907382,245.69888319223338,246.2357177734375,68021400
2019-02-12,247.87351377304,249.78427033154082,247.80070665078821,249.40213012695312,72270200
2019-02-13,250.24836340550854,251.06726316433412,249.82071174277507,250.2119598388672,65277200
2019-02-14,249.11102466940085,250.80344362304578,248.28301697807305,249.65696716308594,83234400
2019-02-15,251.45843904503184,252.41384496243677,251.24918107445714,252.37744140625,97088700
2019-02-19,251.5677489816562,253.4785060348916,251.55864114707123,252.81430053710938,59120800
2019-02-20,252.77787957193337,253.7878772687707,252.2683406904288,253.32382202148438,76610800
2019-02-21,252.67780410835684,253.0417564849418,251.44944054056953,252.42303466796875,64214700
2019-02-22,253.05084925271925,254.1882178415027,252.4048316692708,253.98806762695312,78114600
2019-02-25,255.434809367776,255.96253620040792,254.25192931814237,254.3338165283203,69030700
2019-02-26,253.97894271587776,255.04350409344048,253.76965691320964,254.15182495117188,56844100
2019-02-27,253.42385306100073,254.39744702051254,252.47758259861286,254.0426025390625,56921600
2019-02-28,253.8241663263428,254.27003352112703,253.24184827553506,253.56939697265625,69268300
2019-03-01,255.1708978603869,255.57125379055722,253.69687273920775,255.1527099609375,78880500
2019-03-04,256.22641986147465,256.47208149810706,251.89531107483845,254.22463989257812,106494600
2019-03-05,254.35202358457863,254.55220156971998,253.32383792307027,253.8788604736328,59114600
2019-03-06,253.9971407726962,254.00624860685042,252.01357667217474,252.34112548828125,75039800
2019-03-07,251.8861816318736,252.031768141467,249.37489070280273,250.23019409179688,94885100
2019-03-08,248.3466757841772,249.9025880348161,247.87354050963117,249.72970581054688,85795800
2019-03-11,250.457661085042,253.51489440109427,250.4303653507125,253.3511199951172,65098900
2019-03-12,253.91533135038117,254.83433431228704,253.724261149122,254.30657958984375,79667500
2019-03-13,255.20734133102826,256.9361361537388,255.04353913922998,255.98983764648438,80639200
2019-03-14,256.01711995600937,256.4447716636838,255.3802101956737,255.8260498046875,67518400
2019-03-15,256.3863316511698,257.91253390116566,256.19439195809446,257.09002685546875,81309000
2019-03-18,257.30928228627613,258.32372873983087,257.08080662170295,258.0221252441406,62199800
2019-03-19,259.10047520728006,259.87726992579127,257.1812746125325,258.0860290527344,90268100
2019-03-20,257.8667602239703,259.0913863576502,256.18518279159963,257.30926513671875,84609200
2019-03-21,256.4776565938671,260.62675460079043,256.43194472668404,260.21551513671875,79550400
2019-03-22,258.8355004148743,259.36555166132314,255.14332603136265,255.20730590820312,122659300
2019-03-25,254.86006614885318,256.0664245232132,253.73598356874018,255.01544189453125,85575200
2019-03-26,256.7975394916452,257.88508605758255,255.49066517798937,256.9163513183594,68125900
2019-03-27,256.9072120803121,257.50127123403473,254.00100776405822,255.5729217529297,72224700
2019-03-28,256.2126039045584,256.9985467668612,255.04280967199747,256.5415954589844,56238500
2019-03-29,258.07696231989127,258.4882017458257,256.9345840976957,258.1592102050781,82186800
2019-04-01,260.1881080614987,261.52239818512015,259.91392051932104,261.2207946777344,77617900
2019-04-02,261.41270424005586,261.58634796308917,260.54448562488926,261.3487243652344,40070400
2019-04-03,262.5824859606463,262.9846053117113,261.1476522711685,261.7599792480469,68243200
2019-04-04,262.0889733649503,262.7104204081534,261.38527843868434,262.45452880859375,48997500
2019-04-05,263.13082246324404,263.7796854349161,262.8383669669641,263.724853515625,58621700
2019-04-08,263.29533882660155,264.0355976850551,262.6281799028931,263.9259338378906,53566300
2019-04-09,262.9480676855835,263.27705924747306,262.0158970368012,262.5733642578125,66142300
2019-04-10,262.9937773910738,263.56042050881246,262.57338994638843,263.4690246582031,52601500
2019-04-11,263.96239745235295,263.9715454004717,262.82001954093454,263.3957824707031,55093100
2019-04-12,265.0318422568535,265.4613777374946,263.4416601281455,265.1780700683594,69727800
2019-04-15,265.25116879140984,265.35171261327116,264.19103808051653,265.0044250488281,49596700
2019-04-16,265.9000611720121,265.9548931150639,264.57489080468656,265.1780700683594,52153200
2019-04-17,266.3112377952541,266.3386537602995,264.1087289696176,264.5291442871094,58268300
2019-04-18,265.12317666197634,265.32423636992246,263.80715455361974,265.050048828125,68708500
2019-04-22,264.27317204436605,265.43381806407666,264.1817762253923,265.2784423828125,40160100
2019-04-23,265.6532516183732,267.9014725229942,265.41565586243144,267.6638488769531,52246600
2019-04-24,267.58160755349985,267.91974712573455,266.92359642452146,267.06982421875,50392900
2019-04-25,266.9692227954836,267.5724018577207,265.69891268554153,266.9052429199219,57770900
2019-04-26,266.9509222962651,268.22123225161164,266.16495165381616,268.14813232421875,50916400
2019-04-29,268.2396119044989,269.0986827425716,268.148216049153,268.568603515625,57197700
2019-04-30,268.22126018796916,268.99808296161933,266.78645432897974,268.70562744140625,81111700
2019-05-01,269.3453421530193,269.5555497655156,266.6767346186581,266.6858825683594,71671900
2019-05-02,266.56708921466617,267.49928766576,264.5930563589347,266.1101379394531,65030200
2019-05-03,267.6089683683893,268.99809029211644,266.2198185545679,268.71478271484375,56543700
2019-05-06,264.346369292076,268.0568122097906,264.0264977529423,267.6090087890625,107198100
2019-05-07,265.16884913570834,265.77202823337643,261.20251496931087,263.1399841308594,144729900
2019-05-08,262.7744445800781,264.5108541476845,262.1712654458385,262.7744445800781,91568300
2019-05-09,260.6724654907434,262.59163876274147,258.90861216223993,261.9793395996094,103471100
2019-05-10,261.02883033919096,264.0629933647971,257.99466731358484,263.2953186035156,112429300
2019-05-13,258.10445556214523,259.0823104166588,255.82881849690676,256.6787414550781,127290500
2019-05-14,257.7113635779707,260.5536149278119,257.5834317275775,258.9999694824219,77003200
2019-05-15,257.34584650019383,261.1659529226633,257.1356388481083,260.51708984375,73956400
2019-05-16,261.2299057793339,264.3097529603388,261.15680584578973,262.9297790527344,76749600
2019-05-17,260.5902043388431,263.75229956914995,260.57190843693104,261.22991943359375,100353000
2019-05-20,259.6031403988866,261.3395495607022,258.744069822709,259.50262451171875,62877600
2019-05-21,261.22081009136787,262.2261086918111,260.96491843762766,261.84228515625,46847100
2019-05-22,260.8734376198163,262.00666761183953,260.5535662184943,261.0379333496094,49482500
2019-05-23,258.78071204597614,258.8263960284975,256.4137072153236,257.8485412597656,98733800
2019-05-24,259.31074944853583,259.7311647815798,257.80281553506296,258.43341064453125,55268100
2019-05-28,258.7166916315409,259.6854261860801,256.011547661701,256.0298156738281,70029400
2019-05-29,254.8965718047484,255.30781123148284,252.8859749737354,254.31166076660156,104972900
2019-05-30,255.07935604409994,255.9293067077044,253.89129375145936,255.00625610351562,62523800
2019-05-31,252.41988155139018,253.2606562325907,251.54251507088844,251.56993103027344,86862800
2019-06-03,251.6065157973595,252.739746066004,249.57765096440653,250.93023681640625,96428000
2019-06-04,253.26075466628635,256.51424659825005,252.80380323887456,256.3771667480469,77231900
2019-06-05,258.02216767637805,258.6253468768567,256.18524199638887,258.5979309082031,71169700
2019-06-06,258.8995058571951,260.9649070112004,258.2414947920888,260.27947998046875,69430400
2019-06-07,261.31224121966375,263.98084987471304,261.1385974429601,262.8841552734375,74272200
2019-06-10,264.45597902955774,265.7811488961155,263.99902775006785,264.0904235839844,60799100
2019-06-11,265.93657332712,266.31127683106223,263.36850862775316,264.0265197753906,58641300
2019-06-12,263.78883940181936,264.35545450747924,263.0394326342923,263.56036376953125,47096300
2019-06-13,264.4834229168091,265.0135020754389,263.77057996114144,264.6479187011719,48945200
2019-06-14,264.35546875,264.9677678590692,263.5786459803496,264.35546875,52324700
2019-06-17,264.59307346575184,265.2328164484486,264.28234992532873,264.45599365234375,39205700
2019-06-18,266.30210546642076,268.294406541536,265.93652209586037,267.2251281738281,85434800
2019-06-19,267.3622088296121,268.367507321609,266.3752062402577,267.82830810546875,78674400
2019-06-20,270.55176123015434,270.79850491699835,267.8923010448922,270.3872375488281,116570000
2019-06-21,270.113560804413,271.39004928506847,269.7737767058013,269.9941711425781,83309500
2019-06-24,270.205457040193,270.5268563183772,269.5075038117398,269.66363525390625,47582700
2019-06-25,269.7187126095139,269.74626191763616,266.9085710780577,267.0187683105469,82028700
2019-06-26,267.92795592218255,268.4422284198533,266.6422746780057,266.7524719238281,51584900
2019-06-27,267.52387594642505,268.21263674640227,267.13818559285704,267.6983642578125,40355200
2019-06-28,268.6901483473657,269.58094670627355,268.1667114762214,269.07586669921875,59350900
2019-07-01,272.4553200506485,272.67574250044834,270.2971978959334,271.51861572265625,78705600
2019-07-02,271.4727477270736,272.28089817999637,270.6186910998588,272.2257995605469,61504500
2019-07-03,272.9146246228901,274.4207286446459,272.7676855944929,274.40234375,40898900
2019-07-05,273.1532919452548,274.2553201930849,271.84006170170613,274.0899963378906,51677300
