Date,Open,High,Low,Close,Volume
2019-01-02,36.98508337757785,37.93066526837315,36.82748578852232,37.708595275878906,148158800
2019-01-03,34.37996500461738,34.79544861163196,33.90717582666171,33.952545166015625,365248800
2019-01-04,34.51129909207251,35.47120756069544,34.33698856068237,35.40195846557617,234428400
2019-01-07,35.50702598113695,35.53806893235708,34.838432953925036,35.32316207885742,219111200
2019-01-08,35.71238012518734,36.252031964944926,35.46404744152661,35.99653244018555,164101200
2019-01-09,36.12546466353278,36.899122599597206,35.72908780407582,36.60780715942383,180396400
2019-01-10,36.4143930484411,36.76540421062059,36.0227892295961,36.72481155395508,143122800
2019-01-11,36.505131049002856,36.700931133066156,36.17799599722251,36.3642463684082,108092800
2019-01-14,36.02040314758041,36.12069153176698,35.6311858414098,35.81743621826172,129756800
2019-01-15,35.88190613728261,36.62690759306695,35.82937360965292,36.550498962402344,114843600
2019-01-16,36.552891948161815,37.2214848915979,36.53378887623068,36.99702835083008,122278800
2019-01-17,36.820328582509624,37.64651915724122,36.59587203616769,37.21670913696289,119284800
2019-01-18,37.60830491081558,37.69904357431026,37.24535390037461,37.4459342956543,135004000
2019-01-22,37.34804579709985,37.4244544540563,36.443056286243944,36.605430603027344,121576000
2019-01-23,36.808378971849464,37.044775331365805,36.22336165286512,36.75345993041992,92522400
2019-01-24,36.79883920993108,36.8871877322328,36.23292480528311,36.462154388427734,101766000
2019-01-25,37.12597009160104,37.758747061916615,36.84898465327017,37.67039489746094,134142000
2019-01-28,37.19998049339334,37.328925279342876,36.69137547458913,37.32176208496094,104768400
2019-01-29,37.30983127165065,37.75874432744338,36.798835968295656,36.934940338134766,166348800
2019-01-30,38.981304186014476,39.67377306329743,38.26017888624196,39.45886993408203,244439200
2019-01-31,39.66423174576361,40.354314252024146,39.294117483975256,39.7430305480957,162958400
2019-02-01,39.86719197468865,40.349530777734046,39.62124225175069,39.76212692260742,130672400
2019-02-04,39.97464559637826,40.98947290698216,39.9436026538865,40.891571044921875,125982000
2019-02-05,41.27602162131855,41.80612007128702,41.15424362631342,41.59121322631836,144406400
2019-02-06,41.703427995602425,41.92311144867628,41.27362173198739,41.60552978515625,112958400
2019-02-07,41.16617166262239,41.533899379365955,40.67427945772723,40.81755065917969,126966800
2019-02-08,40.524994903656555,40.92547224010094,40.388303128059526,40.86552047729492,95280000
2019-02-11,41.01898679480214,41.05735679179769,40.58733347651301,40.630496978759766,83973600
2019-02-12,40.791164011691286,41.00698880489367,40.69523903536291,40.98060989379883,89134000
2019-02-13,41.10051271345415,41.36190140884263,40.74799620679997,40.81034469604492,89960800
2019-02-14,40.69765281006751,41.06935078050269,40.61851605079795,40.959041595458984,87342800
2019-02-15,41.06694872677035,41.17486114487642,40.70723822697382,40.8679084777832,98507200
2019-02-19,40.697657868680714,41.11252305899545,40.64490002261001,40.99021911621094,75891200
2019-02-20,41.0525570054224,41.56334703770491,41.004596341823294,41.25399398803711,104457600
2019-02-21,41.198843691720455,41.335531780148976,40.839133188578245,41.021385192871094,68998800
2019-02-22,41.14609188756176,41.48661744133302,41.09813121194813,41.47942352294922,75652800
2019-02-25,41.76480110085913,42.17486915037563,41.71444000502726,41.781585693359375,87493600
2019-02-26,41.65687427188089,42.0381665117077,41.52737644681543,41.8055534362793,68280800
2019-02-27,41.53696654893415,41.966219411742124,41.42185656966391,41.93504333496094,111341600
2019-02-28,41.8031642747137,41.94464954776357,41.46743222879227,41.522586822509766,112861600
2019-03-01,41.793562739573765,42.00219365401016,41.460231163339316,41.95903015136719,103544800
2019-03-04,42.131693020048765,42.62569486167129,41.71922468139676,42.17006301879883,109744800
2019-03-05,42.19165215010734,42.20603998736388,41.85592009107241,42.09333038330078,78949600
2019-03-06,41.887085764619115,42.08372924934592,41.71202768957603,41.85111618041992,83241600
2019-03-07,41.69524126203488,41.83193300627982,41.25160051452441,41.36670684814453,99185600
2019-03-08,40.84393139706603,41.503400669681305,40.647287893923576,41.465030670166016,95997600
2019-03-11,42.08372736573313,42.954224196869156,42.05015453559516,42.901466369628906,128044000
2019-03-12,43.16527003189408,43.805554431600676,43.01419041584956,43.38349533081055,129870400
2019-03-13,43.70481916265687,43.95661720653788,43.385875461629446,43.57532501220703,124130000
2019-03-14,44.100508727449785,44.14847305792575,43.779168204582994,44.05974197387695,94318000
2019-03-15,44.32833267396545,44.923053106805476,44.0621467140017,44.63288497924805,156171600
2019-03-18,44.5561405967047,45.17723983825777,44.55374018487907,45.0885124206543,104879200
2019-03-19,45.167647833475996,45.32112416004109,44.58491494754818,44.731197357177734,126585600
2019-03-20,44.65925993847138,45.4410331590325,44.29954941146415,45.12208938598633,124140800
2019-03-21,45.568127397516854,47.08130898978615,45.51776631722706,46.7839469909668,204136800
2019-03-22,46.84389485152013,47.4074427212718,45.750375602198226,45.81512451171875,169630800
2019-03-25,45.9254398560445,46.038149445166745,44.74799020026419,45.26117706298828,175381200
2019-03-26,45.96141117952851,46.25397601659863,44.263577155260194,44.793548583984375,199202000
2019-03-27,45.263568239705556,45.505771976298384,44.73599360662527,45.1964225769043,119393600
2019-03-28,45.31154421832601,45.457826674402064,44.971018624987515,45.25638961791992,83121600
2019-03-29,45.522570151764626,45.58252191085521,45.2132170257248,45.55134582519531,94256000
2019-04-01,45.956612404952516,45.96620307472636,45.17484291804953,45.86069107055664,111448000
2019-04-02,45.82472629505906,46.63287850632169,45.815135623512674,46.52736282348633,91062800
2019-04-03,46.34270206158849,47.12207480001106,46.318719898278964,46.84629821777344,93087200
2019-04-04,46.71200125922669,47.090896736744334,46.31632119543061,46.92782974243164,76457200
