Date,Open,High,Low,Close,Volume,daily_returns,log_returns
2019-01-03,225.86318089493463,226.172555676746,221.71406285447193,222.20541381835935,144140700,-0.023862800760132696,-0.024152129456834395
2019-01-04,225.28084816984293,230.30347130807368,224.8986940233537,229.6483459472656,142628800,0.03349572812384505,0.03294696672412356
2019-01-07,229.92132096515152,232.88757303729145,229.01142615829835,231.45904541015625,103139100,0.007884661461077691,0.007853739948655646
2019-01-08,233.6792089142765,234.12504851819773,231.11329869753865,233.6336975097656,102512600,0.009395407709194448,0.0093515453884078
2019-01-09,234.35251046584284,235.5808740413283,233.10595899013936,234.72557067871097,95006600,0.004673440435105647,0.004662553817816798
2019-01-10,233.16966874578844,235.80835832059375,232.47813975749088,235.5535888671875,96823900,0.003527601130470348,0.0035213937394522384
2019-01-11,234.46171224902776,235.67188802157057,233.870286114858,235.64459228515625,73858100,0.00038633849055913494,0.0003862638810602201
2019-01-14,233.7155734537228,235.02582423454177,233.30613743958355,234.20692443847656,70908200,-0.006101000802683165,-0.00611968795373211
2019-01-15,234.58905036049188,237.209551451561,234.57994252810653,236.89108276367188,85208300,0.01146062752683652,0.011395452030540092
2019-01-16,237.3278185341597,238.3651118038723,237.1185605279343,237.46432495117188,77636700,0.0024198554914449666,0.0024169323559059
2019-01-17,236.5817873366098,240.1394798104817,236.53627592987817,239.26596069335935,96118400,0.007586974348917197,0.007558338009937123
2019-01-18,241.10391981183653,242.92370930399017,239.3023182182022,242.45054626464844,127900300,0.013309814576468071,0.01322201718114259
2019-01-22,240.95838662381172,241.17675252548497,237.53717273605,239.1749725341797,115531200,-0.013510275728120136,-0.013602369922546886
2019-01-23,240.22134223018577,240.9310590847359,237.1731890053128,239.67539978027344,86030300,0.0020923060669411075,0.002090120243012988
2019-01-24,239.4934039908293,240.3942187304069,238.46521841772497,239.80276489257812,59204100,0.0005314066959789532,0.0005312655494426168
2019-01-25,241.67716905377776,242.66897892219663,239.90289067418308,241.8318634033203,96883400,0.008461530923762117,0.008425932839541392
2019-01-28,239.65719408975892,240.0575222376717,238.20135692065872,239.9938507080078,85613700,-0.00760037436525518,-0.007629404396782316
2019-01-29,240.1394550278669,240.71266544409903,238.82920425519185,239.67539978027344,66136300,-0.0013269128637876104,-0.0013277939922016545
2019-01-30,241.21317417772744,244.3249995809689,240.43975786094552,243.46969604492188,92473700,0.015830979183207416,0.015706976245438674
2019-01-31,243.4059801695693,246.09926115015045,243.1875865235095,245.60791015625,104012100,0.008782259747568855,0.008743920013915158
2019-02-01,245.80806822799428,246.7634744036407,244.9254691844008,245.72618103027344,85782500,0.00048154342402173533,0.00048142751919443824
2019-02-04,245.77166045283903,247.51867061098577,245.089239382401,247.45497131347656,60744800,0.007035433814804426,0.007010800619648013
2019-02-05,247.8917603657666,248.80165523489137,247.38222146047977,248.49229431152344,79552800,0.004191966694145677,0.004183204879385676
2019-02-06,248.21021477063775,248.7106458126036,247.4186107231202,248.16470336914065,58347800,-0.0013183142893441469,-0.0013191840301053754
2019-02-07,246.52693131657824,247.08195388804697,244.11571533731643,245.7990264892578,95482000,-0.009532688765831243,-0.009578415675681998
2019-02-08,244.53426851124613,246.19936405667636,243.6971529370264,246.0992889404297,75788900,0.0012215770561034844,0.0012208315379283183
2019-02-11,246.7634722890515,247.02732177907384,245.69888319223335,246.2357177734375,68021400,0.0005543650028214664,0.0005542113993089424
2019-02-12,247.87351377304,249.7842703315408,247.8007066507882,249.40213012695312,72270200,0.012859273147484807,0.012777294735085563
2019-02-13,250.24836340550857,251.06726316433412,249.82071174277507,250.2119598388672,65277200,0.003247084182889104,0.003241823789261715
2019-02-14,249.11102466940085,250.80344362304575,248.28301697807305,249.6569671630859,83234400,-0.002218090119028182,-0.0022205537245898557
2019-02-15,251.45843904503184,252.41384496243677,251.2491810744571,252.37744140625,97088700,0.010896848880596055,0.01083790603046641
2019-02-19,251.5677489816562,253.4785060348916,251.55864114707123,252.81430053710935,59120800,0.0017309753535226235,0.001729478942270507
2019-02-20,252.77787957193337,253.7878772687707,252.2683406904288,253.3238220214844,76610800,0.0020153981926360753,0.0020133700023155215
2019-02-21,252.67780410835684,253.0417564849418,251.44944054056953,252.42303466796875,64214700,-0.003555873057367931,-0.003562210201147241
2019-02-22,253.05084925271925,254.1882178415027,252.4048316692708,253.98806762695312,78114600,0.0062000401866770805,0.006180899014135258
2019-02-25,255.434809367776,255.96253620040792,254.25192931814237,254.3338165283203,69030700,0.0013612800971225525,0.001360354395368826
2019-02-26,253.97894271587776,255.04350409344048,253.76965691320964,254.15182495117188,56844100,-0.0007155618534437913,-0.0007158179900218418
2019-02-27,253.42385306100073,254.39744702051257,252.47758259861288,254.0426025390625,56921600,-0.0004297526178707045,-0.00042984498799213686
2019-02-28,253.8241663263428,254.27003352112703,253.24184827553503,253.56939697265625,69268300,-0.0018627016164877164,-0.0018644386024699662
2019-03-01,255.1708978603869,255.5712537905572,253.69687273920775,255.1527099609375,78880500,0.006244101248747969,0.006224687620408325
2019-03-04,256.22641986147465,256.47208149810706,251.89531107483845,254.22463989257812,106494600,-0.003637312213934374,-0.0036439433184869328
2019-03-05,254.35202358457863,254.55220156972,253.32383792307027,253.8788604736328,59114600,-0.0013601333808218596,-0.0013610592018172538
2019-03-06,253.9971407726962,254.0062486068504,252.0135766721747,252.34112548828125,75039800,-0.006056963476528843,-0.006075381288141795
2019-03-07,251.8861816318736,252.031768141467,249.37489070280273,250.23019409179688,94885100,-0.008365387894659349,-0.008400574120333586
2019-03-08,248.3466757841772,249.9025880348161,247.87354050963117,249.72970581054688,85795800,-0.002000111469626975,-0.002002114363692316
2019-03-11,250.457661085042,253.51489440109427,250.4303653507125,253.3511199951172,65098900,0.014501335244905267,0.014397196443443144
2019-03-12,253.91533135038117,254.83433431228704,253.724261149122,254.30657958984375,79667500,0.0037712862478958,0.0037641927766607405
2019-03-13,255.20734133102823,256.9361361537388,255.04353913923,255.9898376464844,80639200,0.006619011035245315,0.006597201566880672
2019-03-14,256.01711995600937,256.4447716636838,255.3802101956737,255.8260498046875,67518400,-0.0006398216558232139,-0.0006400264290490658
2019-03-15,256.3863316511698,257.91253390116566,256.19439195809446,257.09002685546875,81309000,0.004940767571348648,0.004928602034190638
2019-03-18,257.30928228627613,258.32372873983087,257.08080662170295,258.0221252441406,62199800,0.0036255719448654578,0.0036190154016025214
2019-03-19,259.10047520728006,259.87726992579127,257.1812746125325,258.0860290527344,90268100,0.0002476679413956351,0.0002476372767540321
2019-03-20,257.8667602239703,259.0913863576502,256.18518279159963,257.30926513671875,84609200,-0.003009709277432049,-0.003014247560628933
2019-03-21,256.4776565938671,260.62675460079043,256.43194472668404,260.21551513671875,79550400,0.011294774008451691,0.01123146431494124
2019-03-22,258.8355004148743,259.36555166132314,255.14332603136265,255.20730590820312,122659300,-0.01924638976997306,-0.019434012808221053
2019-03-25,254.8600661488532,256.0664245232132,253.73598356874015,255.01544189453125,85575200,-0.0007517967128295444,-0.0007520794536962394
2019-03-26,256.7975394916452,257.88508605758255,255.49066517798937,256.9163513183594,68125900,0.007454095366563385,0.00742645088908039
2019-03-27,256.9072120803121,257.50127123403473,254.00100776405824,255.5729217529297,72224700,-0.00522905435382337,-0.005242773705597188
2019-03-28,256.2126039045584,256.9985467668612,255.04280967199747,256.5415954589844,56238500,0.0037902047658677773,0.003783040037934899
2019-03-29,258.07696231989127,258.4882017458257,256.9345840976957,258.1592102050781,82186800,0.006305467708656032,0.006285671420135427
2019-04-01,260.1881080614987,261.52239818512015,259.91392051932104,261.2207946777344,77617900,0.011859288189734363,0.011789517907082988
2019-04-02,261.41270424005586,261.58634796308917,260.54448562488926,261.3487243652344,40070400,0.0004897377624848431,0.0004896178800858695
2019-04-03,262.5824859606463,262.9846053117113,261.1476522711685,261.7599792480469,68243200,0.0015735867232999912,0.0015723499330066448
2019-04-04,262.0889733649503,262.7104204081534,261.38527843868434,262.45452880859375,48997500,0.002653383311467694,0.0026498693046011785
2019-04-05,263.13082246324404,263.7796854349161,262.8383669669641,263.724853515625,58621700,0.004840170648980013,0.004828494683643544
2019-04-08,263.29533882660155,264.0355976850551,262.6281799028931,263.9259338378906,53566300,0.0007624625422484321,0.0007621720153521374
2019-04-09,262.9480676855835,263.27705924747306,262.0158970368012,262.5733642578125,66142300,-0.005124807404902065,-0.005137984268909873
2019-04-10,262.9937773910738,263.56042050881246,262.57338994638843,263.4690246582031,52601500,0.0034110862802945174,0.003405281721643607
2019-04-11,263.96239745235295,263.9715454004717,262.82001954093454,263.3957824707031,55093100,-0.00027799164472941396,-0.00027803029156918196
2019-04-12,265.0318422568535,265.4613777374946,263.4416601281455,265.1780700683594,69727800,0.006766576066397301,0.006743785542013461
2019-04-15,265.25116879140984,265.35171261327116,264.19103808051653,265.0044250488281,49596700,-0.0006548242073203259,-0.0006550386983326217
2019-04-16,265.9000611720121,265.9548931150639,264.57489080468656,265.1780700683594,52153200,0.0006552532830319535,0.0006550386983325938
2019-04-17,266.3112377952541,266.3386537602995,264.1087289696176,264.5291442871094,58268300,-0.002447132151926157,-0.0024501312736411912
2019-04-18,265.12317666197634,265.32423636992246,263.80715455361974,265.050048828125,68708500,0.001969176373436854,0.001967240087151452
2019-04-22,264.27317204436605,265.43381806407666,264.1817762253923,265.2784423828125,40160100,0.0008616997268904303,0.0008613286768212983
2019-04-23,265.6532516183732,267.9014725229942,265.41565586243144,267.6638488769531,52246600,0.008992085722134613,0.008951897656006989
2019-04-24,267.58160755349985,267.91974712573455,266.92359642452146,267.06982421875,50392900,-0.0022192935680163117,-0.0022217598495977028
2019-04-25,266.9692227954836,267.5724018577207,265.69891268554153,266.9052429199219,57770900,-0.000616248201419145,-0.0006164381603872785
2019-04-26,266.9509222962651,268.22123225161164,266.16495165381616,268.14813232421875,50916400,0.004656669126090529,0.004645860384581808
2019-04-29,268.2396119044989,269.0986827425716,268.148216049153,268.568603515625,57197700,0.0015680556405959223,0.0015668275250180059
2019-04-30,268.22126018796916,268.99808296161933,266.78645432897974,268.70562744140625,81111700,0.0005102008350477139,0.0005100707268539972
2019-05-01,269.3453421530193,269.5555497655156,266.6767346186581,266.6858825683594,71671900,-0.007516570800093492,-0.007544962580417003
2019-05-02,266.56708921466617,267.49928766576,264.5930563589347,266.1101379394531,65030200,-0.002158886789812242,-0.0021612205453788802
2019-05-03,267.6089683683893,268.99809029211644,266.2198185545679,268.71478271484375,56543700,0.009787844971104631,0.009740254304580236
2019-05-06,264.346369292076,268.0568122097906,264.0264977529423,267.6090087890625,107198100,-0.004115046870922123,-0.0041235369757546434
2019-05-07,265.16884913570834,265.77202823337643,261.20251496931087,263.1399841308594,144729900,-0.01669982889748578,-0.016840843187586222
2019-05-08,262.7744445800781,264.5108541476845,262.1712654458385,262.7744445800781,91568300,-0.0013891448385869865,-0.001390110594765359
2019-05-09,260.6724654907434,262.59163876274147,258.90861216223993,261.9793395996094,103471100,-0.0030258078624781914,-0.0030303948743698487
2019-05-10,261.02883033919096,264.0629933647971,257.99466731358484,263.2953186035156,112429300,0.0050232167388371,0.005010642476883438
2019-05-13,258.10445556214523,259.0823104166588,255.82881849690676,256.6787414550781,127290500,-0.02512987007718548,-0.02545101693537285
2019-05-14,257.7113635779707,260.5536149278119,257.5834317275775,258.9999694824219,77003200,0.009043320121428833,0.009002674167813344
2019-05-15,257.34584650019383,261.1659529226633,257.1356388481083,260.51708984375,73956400,0.005857608262888503,0.0058405191772468055
2019-05-16,261.2299057793339,264.3097529603388,261.15680584578973,262.9297790527344,76749600,0.00926115522951454,0.00921853367919224
2019-05-17,260.5902043388431,263.75229956914995,260.57190843693104,261.22991943359375,100353000,-0.006465070732059153,-0.00648605981468701
2019-05-20,259.6031403988866,261.3395495607022,258.744069822709,259.50262451171875,62877600,-0.006612163436792273,-0.006634120632682927
2019-05-21,261.22081009136787,262.2261086918111,260.96491843762766,261.84228515625,46847100,0.009015942127497123,0.008975541174798183
2019-05-22,260.8734376198163,262.00666761183953,260.5535662184943,261.0379333496094,49482500,-0.0030718942364891255,-0.0030766221885844477
2019-05-23,258.78071204597614,258.8263960284975,256.4137072153236,257.8485412597656,98733800,-0.012218117301642017,-0.012293372106417743
2019-05-24,259.31074944853583,259.7311647815798,257.80281553506296,258.43341064453125,55268100,0.0022682671847129576,0.002265698550201929
2019-05-28,258.7166916315409,259.6854261860801,256.011547661701,256.0298156738281,70029400,-0.009300635566850901,-0.009344156536467087
2019-05-29,254.8965718047484,255.30781123148284,252.8859749737354,254.31166076660156,104972900,-0.006710761020956357,-0.0067333794256280504
2019-05-30,255.0793560440999,255.9293067077044,253.89129375145936,255.0062561035156,62523800,0.002731276005277339,0.0027275528487401422
2019-05-31,252.41988155139015,253.2606562325907,251.54251507088844,251.56993103027344,86862800,-0.01347545399767458,-0.013567071920931994
2019-06-03,251.6065157973595,252.739746066004,249.57765096440653,250.93023681640625,96428000,-0.002542808718225542,-0.002546047147282918
2019-06-04,253.26075466628637,256.51424659825005,252.80380323887456,256.3771667480469,77231900,0.02170694931287165,0.021474708307751573
2019-06-05,258.02216767637805,258.6253468768567,256.18524199638887,258.5979309082031,71169700,0.008662098065615575,0.00862479734108405
2019-06-06,258.8995058571951,260.9649070112004,258.2414947920888,260.27947998046875,69430400,0.006502561974722543,0.006481511523900763
2019-06-07,261.31224121966375,263.98084987471304,261.1385974429601,262.8841552734375,74272200,0.010007224899804656,0.009957484193726105
2019-06-10,264.45597902955774,265.7811488961155,263.99902775006785,264.0904235839844,60799100,0.004588592679890535,0.004578097182627206
2019-06-11,265.93657332712,266.31127683106223,263.36850862775316,264.0265197753906,58641300,-0.00024197700062922323,-0.00024200628178731312
2019-06-12,263.78883940181936,264.35545450747924,263.0394326342923,263.56036376953125,47096300,-0.001765565088900689,-0.001767125535926614
2019-06-13,264.4834229168091,265.0135020754389,263.77057996114144,264.6479187011719,48945200,0.004126397900223067,0.004117907668443574
2019-06-14,264.35546875,264.9677678590692,263.5786459803496,264.35546875,52324700,-0.001105052904278092,-0.0011056639254206544
2019-06-17,264.59307346575184,265.2328164484486,264.28234992532873,264.45599365234375,39205700,0.00038026413003322546,0.0003801918479525383
2019-06-18,266.30210546642076,268.294406541536,265.93652209586037,267.2251281738281,85434800,0.010471059790479575,0.010416617956595722
2019-06-19,267.3622088296121,268.367507321609,266.3752062402577,267.82830810546875,78674400,0.0022571976511440717,0.0022546540074777936
2019-06-20,270.55176123015434,270.79850491699835,267.8923010448922,270.3872375488281,116570000,0.009554365113457974,0.00950901082586615
2019-06-21,270.113560804413,271.39004928506847,269.7737767058013,269.9941711425781,83309500,-0.0014537165652244166,-0.0014547742363106787
2019-06-24,270.205457040193,270.5268563183772,269.5075038117398,269.66363525390625,47582700,-0.0012242334242739128,-0.0012249834101801644
2019-06-25,269.7187126095139,269.74626191763616,266.9085710780577,267.0187683105469,82028700,-0.009808022282533746,-0.00985643776662098
2019-06-26,267.92795592218255,268.4422284198533,266.6422746780057,266.7524719238281,51584900,-0.0009972946411356265,-0.0009977922703190353
2019-06-27,267.52387594642505,268.21263674640227,267.13818559285704,267.6983642578125,40355200,0.0035459552714265374,0.0035396831946624446
2019-06-28,268.6901483473657,269.58094670627355,268.1667114762214,269.07586669921875,59350900,0.0051457260309577535,0.0051325320252350575
2019-07-01,272.4553200506485,272.67574250044834,270.2971978959334,271.51861572265625,78705600,0.009078291016592965,0.009037331043766337
2019-07-02,271.4727477270736,272.28089817999637,270.6186910998588,272.2257995605469,61504500,0.002604550100583136,0.002601164137968456
2019-07-03,272.9146246228901,274.4207286446459,272.7676855944929,274.40234375,40898900,0.007995363382040654,0.007963569819193559
2019-07-05,273.1532919452548,274.2553201930849,271.84006170170613,274.0899963378906,51677300,-0.001138282595698037,-0.0011389309313713774
2019-07-08,272.75844215148254,273.9063767041207,272.0329396670064,272.5839538574219,45841800,-0.00549470064792934,-0.005509852042608415
2019-07-09,271.4084685758641,273.2267789612476,271.35336995968555,272.9237365722656,41101300,0.0012465250064626066,0.0012457487391908165
2019-07-10,274.00738873143456,275.19206506826407,273.4655669713644,274.227783203125,58448500,0.004778062352645884,0.0047666836437813736
2019-07-11,274.87982843117084,275.118579765362,273.85128353566444,274.8706359863281,50826100,0.002344229223218308,0.0023414858045244734
2019-07-12,275.36649899375055,276.17464926470245,275.05426421192664,276.1011657714844,40326000,0.00447675969730521,0.004466768815365777
2019-07-15,276.54203078839447,276.54203078839447,275.6787817601427,276.19305419921875,33900000,0.0003328070979984332,0.00033275173000042865
2019-07-16,276.1011428200432,276.3123728133098,274.98995030272494,275.30218505859375,36650100,-0.0032255305739239404,-0.003230743810987751
2019-07-17,275.2746901144527,275.43998595448124,273.4288024902344,273.4288024902344,36036300,-0.006804822736734328,-0.006828081115789002
2019-07-18,272.92370368244053,274.81549734524737,272.4737223626274,274.4297790527344,51392600,0.003660830729548925,0.0036541461977262
2019-07-19,275.5409564584089,275.56850575885096,272.7308157103657,272.9053039550781,58678600,-0.005555064406342347,-0.005570551156513784
2019-07-22,273.3094159775089,274.12675879444606,272.7859791447035,273.57574462890625,43638100,0.0024566787970470294,0.002453666094843367
2019-07-23,274.7145150418083,275.5318298339844,273.8696229168646,275.5318298339844,44564500,0.007150068101729801,0.00712462756055298
2019-07-24,274.76049953360496,276.8267822265625,274.66865914210075,276.8267822265625,47213200,0.004699828667193762,0.004688818954807916
2019-07-25,276.3675214233746,276.4226200358073,274.68692966694636,275.5042724609375,55394100,-0.004777390955412075,-0.004788839163847212
2019-07-26,276.2022546197293,277.5522268177231,276.07367249337426,277.3501892089844,45084100,0.0067001383737472775,0.006677792206044549
2019-07-29,277.23078058281936,277.3501702560628,276.2848836669416,276.8450622558594,38126500,-0.001821260531913227,-0.0018229210433313436
2019-07-30,275.4216070622189,276.57873390135404,275.03588877392656,276.16546630859375,45849000,-0.002454788038218858,-0.002457805970309205
2019-07-31,276.4134807927806,276.6063539991609,271.09626748942264,273.1441650390625,104245200,-0.010940184918541429,-0.011000468822809664
2019-08-01,273.30018114022204,276.3031669313319,269.95738328280197,270.7655334472656,142646600,-0.008708337560338175,-0.00874647671237723
2019-08-02,269.8564453023217,270.1043890626989,267.1473086977525,268.72686767578125,116749700,-0.0075292661718388,-0.007557754182341064
2019-08-05,264.5667193510336,264.67691656334915,258.7168504494429,260.6453857421875,178745400,-0.030073218965749438,-0.030534693803573806
2019-08-06,262.564722416853,264.5208069666722,261.0678115913767,264.3003845214844,120711700,0.014022879280556788,0.013925468307495928
2019-08-07,261.17800537617813,265.2371133774665,259.01071887805523,264.4565124511719,140572300,0.0005907215381852904,0.0005905471308981663
2019-08-08,265.9717823418331,269.6451721191406,265.41160385314885,269.6451721191406,87713900,0.019620086568776562,0.019430093765921832
2019-08-09,268.69010797880105,269.2962207116512,265.99935644225224,267.8085021972656,93730000,-0.006811432622511382,-0.006834736310984706
2019-08-12,266.2840939940152,267.79936210950996,263.5841494860801,264.5484313964844,65527600,-0.012173141532227816,-0.012247841057192456
2019-08-13,264.24525759090216,270.131867469053,263.8962811136916,268.6625061035156,94299800,0.015551310152602582,0.015431627746202476
2019-08-14,264.54836284020104,265.163639951689,260.59028748011,260.7188415527344,135622100,-0.029567447523624835,-0.03001337649409994
2019-08-15,261.61885331580436,262.3168064188079,259.33217689513833,261.4076232910156,99556600,0.002641856392806785,0.002638372824249751
2019-08-16,263.0881696136289,265.70543724694943,261.46267680156967,265.2646484375,83018300,0.014754830398310492,0.014647036911113699
2019-08-19,268.33201718422174,269.1493320652924,267.6432564079918,268.4605712890625,53571800,0.012048054161712063,0.011976054087445613
2019-08-20,267.946259569396,268.4880812709077,266.2748882968024,266.4034423828125,51596400,-0.00766268542293691,-0.007692194640103482
2019-08-21,268.59838061241135,268.9473292425485,267.9004273006343,268.5708312988281,49524700,0.008135739150476828,0.008102822438714862
2019-08-22,269.2870841197642,269.9299106417018,266.6881446470625,268.48809814453125,51666400,-0.00030804966383268795,-0.0003080971208767162
2019-08-23,267.1657785239409,268.8555352660148,260.3240755834906,261.5914001464844,149161500,-0.02568716470379362,-0.026022840773091423
2019-08-26,263.81369652596834,264.4841003417969,262.26168688954203,264.4841003417969,72423800,0.011058085983303156,0.01099739237733667
2019-08-27,265.89831951990686,266.27484532475074,262.67491111127805,263.4463195800781,66668900,-0.00392379262260989,-0.003931510893427518
2019-08-28,262.77602695408115,265.4667790157679,261.95868404056137,265.3014831542969,59696700,0.00704190355430212,0.007017225139081976
2019-08-29,267.9003286118531,269.22275122819866,266.8809483332888,268.6900939941406,57899400,0.012772679592872649,0.012691796918418761
2019-08-30,270.1962968517416,270.21465371887996,267.62493416480197,268.5708312988281,62901200,-0.0004438671092767965,-0.00044396564744179115
2019-09-03,266.8442628168886,267.7717748143836,265.65039414847075,267.0003662109375,69101400,-0.005847489395239713,-0.005864652903012742
2019-09-04,269.20440713865116,270.0492711678876,268.44216299789707,270.0309143066406,46887300,0.011350351831760808,0.011286419900192525
2019-09-05,272.55636149983843,274.4297702153083,269.99416413583157,273.50225830078125,83258100,0.012855357702483916,0.01277342899314811
