Date,Open,High,Low,Close,Volume,daily_returns,log_returns,AAPL_rolling_volatility
2019-01-03,34.37996500461738,34.79544861163196,33.90717582666171,33.952545166015625,365248800,-0.0996072667884798,-0.1049242406046062,
2019-01-04,34.51129909207251,35.47120756069544,34.33698856068237,35.40195846557617,234428400,0.0426893858022554,0.0418033232298593,
2019-01-07,35.50702598113695,35.53806893235708,34.838432953925036,35.32316207885742,219111200,-0.0022257634925867,-0.0022282441857903,
2019-01-08,35.71238012518734,36.252031964944926,35.46404744152661,35.99653244018555,164101200,0.0190631393595186,0.018883714401016,
2019-01-09,36.12546466353278,36.899122599597206,35.72908780407582,36.60780715942383,180396400,0.0169814889879746,0.016838915315693,
2019-01-10,36.4143930484411,36.76540421062059,36.0227892295961,36.72481155395508,143122800,0.0031961596066572,0.0031910627459075,
2019-01-11,36.505131049002856,36.70093113306616,36.17799599722251,36.3642463684082,108092800,-0.0098180268404411,-0.0098665414724418,
2019-01-14,36.02040314758041,36.12069153176698,35.6311858414098,35.81743621826172,129756800,-0.0150370268809291,-0.0151512292586578,
2019-01-15,35.88190613728261,36.62690759306695,35.82937360965292,36.550498962402344,114843600,0.0204666447836618,0.0202600175632446,
2019-01-16,36.552891948161815,37.2214848915979,36.53378887623068,36.99702835083008,122278800,0.0122167795544201,0.0121427569716616,
2019-01-17,36.820328582509624,37.64651915724122,36.59587203616769,37.21670913696289,119284800,0.005937795437235,0.0059202362043774,
2019-01-18,37.60830491081558,37.69904357431026,37.24535390037461,37.4459342956543,135004000,0.0061592001014336,0.006140309755089,
2019-01-22,37.34804579709985,37.4244544540563,36.443056286243944,36.605430603027344,121576000,-0.0224457930730411,-0.0227015340034334,
2019-01-23,36.808378971849464,37.044775331365805,36.22336165286512,36.75345993041992,92522400,0.0040439171170503,0.004035762461334,
2019-01-24,36.79883920993108,36.8871877322328,36.23292480528311,36.462154388427734,101766000,-0.007925935205656,-0.0079575123932669,
2019-01-25,37.12597009160104,37.758747061916615,36.84898465327017,37.67039489746094,134142000,0.0331368381627135,0.0325996481242002,
2019-01-28,37.19998049339334,37.32892527934288,36.69137547458913,37.32176208496094,104768400,-0.0092548223465397,-0.0092979142931478,
2019-01-29,37.30983127165065,37.75874432744338,36.798835968295656,36.934940338134766,166348800,-0.0103645092090131,-0.0104185947727097,
2019-01-30,38.98130418601448,39.67377306329743,38.26017888624196,39.45886993408203,244439200,0.0683344706351494,0.0661008662610391,
2019-01-31,39.66423174576361,40.354314252024146,39.294117483975256,39.7430305480957,162958400,0.0072014382187928,0.0071756316846226,0.03226002388424769
2019-02-01,39.86719197468865,40.349530777734046,39.62124225175069,39.76212692260742,130672400,0.0004804961838178,0.0004803807824916,0.0214269715772871
2019-02-04,39.97464559637826,40.98947290698216,39.9436026538865,40.891571044921875,125982000,0.0284050228126073,0.0280090805017224,0.020429657615384227
2019-02-05,41.27602162131855,41.80612007128702,41.15424362631342,41.59121322631836,144406400,0.0171096918880393,0.0169649695471255,0.020406282211350112
2019-02-06,41.703427995602425,41.92311144867628,41.27362173198739,41.60552978515625,112958400,0.0003442207554751,0.0003441615251027,0.020320293565776238
2019-02-07,41.16617166262239,41.533899379365955,40.67427945772723,40.81755065917969,126966800,-0.0189392883601182,-0.0191209338292985,0.02101003028391312
2019-02-08,40.524994903656555,40.92547224010094,40.388303128059526,40.86552047729492,95280000,0.0011752252974652,0.0011745352607948,0.02102736827840057
2019-02-11,41.01898679480214,41.05735679179769,40.58733347651301,40.630496978759766,83973600,-0.0057511441378982,-0.0057677456497371,0.020890031242923403
2019-02-12,40.791164011691286,41.00698880489367,40.69523903536291,40.98060989379883,89134000,0.0086169980943646,0.0085800836756876,0.020311941860186745
2019-02-13,41.10051271345415,41.36190140884263,40.74799620679997,40.81034469604492,89960800,-0.0041547746164625,-0.004163429674047,0.020195231840609697
2019-02-14,40.69765281006751,41.06935078050269,40.61851605079795,40.959041595458984,87342800,0.003643608024425,0.0036369861648066,0.02014090508975694
2019-02-15,41.06694872677035,41.17486114487642,40.70723822697382,40.8679084777832,98507200,-0.002224981692098,-0.0022274606416239,0.02020962539980249
2019-02-19,40.697657868680714,41.11252305899545,40.64490002261001,40.99021911621094,75891200,0.0029928284314872,0.002988358836078,0.02021147508948288
2019-02-20,41.0525570054224,41.56334703770491,41.004596341823294,41.25399398803711,104457600,0.0064350685971779,0.0064144519423768,0.01917339004267522
2019-02-21,41.198843691720455,41.335531780148976,40.839133188578245,41.021385192871094,68998800,-0.0056384551574198,-0.0056544112524524,0.01935118411057592
2019-02-22,41.14609188756176,41.48661744133302,41.09813121194813,41.47942352294922,75652800,0.0111658425946505,0.0111039647602727,0.01911406812482391
2019-02-25,41.76480110085913,42.17486915037563,41.71444000502726,41.781585693359375,87493600,0.0072846280094269,0.0072582232617758,0.01807338515269596
2019-02-26,41.65687427188089,42.0381665117077,41.52737644681543,41.8055534362793,68280800,0.0005736436882943,0.0005734792176491,0.0177869210296988
2019-02-27,41.53696654893415,41.96621941174213,41.42185656966391,41.93504333496094,111341600,0.0030974329494048,0.0030926457866964,0.017391980965990126
2019-02-28,41.8031642747137,41.94464954776357,41.46743222879227,41.522586822509766,112861600,-0.009835604774666,-0.0098842938560712,0.009963483840650204
2019-03-01,41.793562739573765,42.00219365401016,41.46023116333931,41.95903015136719,103544800,0.0105109860019805,0.0104561296500214,0.01007084901158593
2019-03-04,42.131693020048765,42.62569486167129,41.71922468139676,42.17006301879883,109744800,0.0050294982193426,0.0050168925423257,0.010067917288020792
2019-03-05,42.19165215010734,42.20603998736388,41.85592009107241,42.09333038330078,78949600,-0.0018195997350973,-0.001821257217637,0.008135532638364251
2019-03-06,41.887085764619115,42.08372924934592,41.71202768957603,41.85111618041992,83241600,-0.00575421808337,-0.0057708373809527,0.007396641623134219
2019-03-07,41.69524126203488,41.83193300627982,41.25160051452441,41.36670684814453,99185600,-0.0115745857335585,-0.011642092666433,0.007861608794963258
2019-03-08,40.84393139706603,41.503400669681305,40.647287893923576,41.465030670166016,95997600,0.0023768829939116,0.0023740626756885,0.006527435103246622
2019-03-11,42.08372736573313,42.95422419686915,42.05015453559516,42.901466369628906,128044000,0.0346420990470026,0.03405556889319,0.00999522642228182
